"","DBN","school_name","year","tot_enrollment","num_female","num_male","Number_Asian","Number_Black","Number_Hispanic","Number_Categories_Unrepresented","Number_White","Num_Students_With_Disabilities","Num_English_Lang_Learners","Num_LowIncome","Borough","grades","gym_square_footage","gym_room_function","shared","location","has_other_purpose","number_gyms","prop_female","econ_as_num","UnderrepresentedProportion","Prop_LowIncome"
"2009","10X351","Bronx Collaborative High School","2016-17",488,227,261,10,151,296,14,17,106,98,414,"Bronx","High school",1058,"WEIGHT ROOM","Y","Inside","N",12,0.465163934426229,79.5,0.944672131147541,0.848360655737705
"2010","10X351","Bronx Collaborative High School","2016-17",488,227,261,10,151,296,14,17,106,98,414,"Bronx","High school",1000,"AUXILIARY EXERCISE ROOM","Y","Inside","N",12,0.465163934426229,79.5,0.944672131147541,0.848360655737705
"2011","10X351","Bronx Collaborative High School","2016-17",488,227,261,10,151,296,14,17,106,98,414,"Bronx","High school",1800,"AUXILIARY EXERCISE ROOM","Y","Inside","N",12,0.465163934426229,79.5,0.944672131147541,0.848360655737705
"2012","10X351","Bronx Collaborative High School","2016-17",488,227,261,10,151,296,14,17,106,98,414,"Bronx","High school",5568,"GYM","Y","Inside","N",12,0.465163934426229,79.5,0.944672131147541,0.848360655737705
"2013","10X351","Bronx Collaborative High School","2016-17",488,227,261,10,151,296,14,17,106,98,414,"Bronx","High school",4416,"GYM","Y","Inside","N",12,0.465163934426229,79.5,0.944672131147541,0.848360655737705
"2014","10X351","Bronx Collaborative High School","2016-17",488,227,261,10,151,296,14,17,106,98,414,"Bronx","High school",10048,"GYM","Y","Inside","N",12,0.465163934426229,79.5,0.944672131147541,0.848360655737705
"2015","10X351","Bronx Collaborative High School","2016-17",488,227,261,10,151,296,14,17,106,98,414,"Bronx","High school",7344,"SWIMMING POOL","Y","Inside","N",12,0.465163934426229,79.5,0.944672131147541,0.848360655737705
"2016","10X351","Bronx Collaborative High School","2016-17",488,227,261,10,151,296,14,17,106,98,414,"Bronx","High school",274000,"ATHLETIC FIELD","Y","Outside","N",12,0.465163934426229,79.5,0.944672131147541,0.848360655737705
"2017","10X353","World View High School","2016-17",449,242,207,4,108,321,10,6,81,142,393,"Bronx","High school",1219,"MULTI-PURPOSE ROOM","Y","Inside","Y",12,0.538975501113586,79.6,0.977728285077951,0.875278396436526
"2018","10X353","World View High School","2016-17",449,242,207,4,108,321,10,6,81,142,393,"Bronx","High school",880,"GYM","Y","Inside","N",12,0.538975501113586,79.6,0.977728285077951,0.875278396436526
"2019","10X353","World View High School","2016-17",449,242,207,4,108,321,10,6,81,142,393,"Bronx","High school",760,"WEIGHT ROOM","Y","Inside","N",12,0.538975501113586,79.6,0.977728285077951,0.875278396436526
"2020","10X353","World View High School","2016-17",449,242,207,4,108,321,10,6,81,142,393,"Bronx","High school",345,"WEIGHT ROOM","Y","Inside","N",12,0.538975501113586,79.6,0.977728285077951,0.875278396436526
"2021","10X353","World View High School","2016-17",449,242,207,4,108,321,10,6,81,142,393,"Bronx","High school",1058,"WEIGHT ROOM","Y","Inside","N",12,0.538975501113586,79.6,0.977728285077951,0.875278396436526
"2022","10X353","World View High School","2016-17",449,242,207,4,108,321,10,6,81,142,393,"Bronx","High school",1000,"AUXILIARY EXERCISE ROOM","Y","Inside","N",12,0.538975501113586,79.6,0.977728285077951,0.875278396436526
"2023","10X353","World View High School","2016-17",449,242,207,4,108,321,10,6,81,142,393,"Bronx","High school",1800,"AUXILIARY EXERCISE ROOM","Y","Inside","N",12,0.538975501113586,79.6,0.977728285077951,0.875278396436526
"2024","10X353","World View High School","2016-17",449,242,207,4,108,321,10,6,81,142,393,"Bronx","High school",5568,"GYM","Y","Inside","N",12,0.538975501113586,79.6,0.977728285077951,0.875278396436526
"2025","10X353","World View High School","2016-17",449,242,207,4,108,321,10,6,81,142,393,"Bronx","High school",4416,"GYM","Y","Inside","N",12,0.538975501113586,79.6,0.977728285077951,0.875278396436526
"2026","10X353","World View High School","2016-17",449,242,207,4,108,321,10,6,81,142,393,"Bronx","High school",10048,"GYM","Y","Inside","N",12,0.538975501113586,79.6,0.977728285077951,0.875278396436526
"2027","10X353","World View High School","2016-17",449,242,207,4,108,321,10,6,81,142,393,"Bronx","High school",7344,"SWIMMING POOL","Y","Inside","N",12,0.538975501113586,79.6,0.977728285077951,0.875278396436526
"2028","10X353","World View High School","2016-17",449,242,207,4,108,321,10,6,81,142,393,"Bronx","High school",274000,"ATHLETIC FIELD","Y","Outside","N",12,0.538975501113586,79.6,0.977728285077951,0.875278396436526
"2029","10X360","P.S. 360","2016-17",507,247,260,7,63,420,0,17,118,73,463,"Bronx","Elementary",1584,"GYM","N","Inside","N",4,0.530769230769231,75.4,1.20710059171598,0.913214990138067
"2030","10X360","P.S. 360","2016-17",507,247,260,7,63,420,0,17,118,73,463,"Bronx","Elementary",1584,"GYM","N","Inside","N",4,0.530769230769231,75.4,4.70769230769231,0.913214990138067
"2031","10X360","P.S. 360","2016-17",507,247,260,7,63,420,0,17,118,73,463,"Bronx","Elementary",1584,"GYM","N","Inside","N",4,0.487179487179487,75.4,1.20710059171598,0.913214990138067
"2032","10X360","P.S. 360","2016-17",507,247,260,7,63,420,0,17,118,73,463,"Bronx","Elementary",1584,"GYM","N","Inside","N",4,0.487179487179487,75.4,4.70769230769231,0.913214990138067
"2033","10X360","P.S. 360","2016-17",507,247,260,7,63,420,0,17,118,73,463,"Bronx","Elementary",67000,"OUTDOOR YARD","N","Outside","N",4,0.530769230769231,75.4,1.20710059171598,0.913214990138067
"2034","10X360","P.S. 360","2016-17",507,247,260,7,63,420,0,17,118,73,463,"Bronx","Elementary",67000,"OUTDOOR YARD","N","Outside","N",4,0.530769230769231,75.4,4.70769230769231,0.913214990138067
"2035","10X360","P.S. 360","2016-17",507,247,260,7,63,420,0,17,118,73,463,"Bronx","Elementary",67000,"OUTDOOR YARD","N","Outside","N",4,0.487179487179487,75.4,1.20710059171598,0.913214990138067
"2036","10X360","P.S. 360","2016-17",507,247,260,7,63,420,0,17,118,73,463,"Bronx","Elementary",67000,"OUTDOOR YARD","N","Outside","N",4,0.487179487179487,75.4,4.70769230769231,0.913214990138067
"2037","10X363","Academy For Personal Leadership And Excellence","2016-17",503,217,286,11,54,429,2,7,126,167,486,"Bronx","Junior High-Intermediate-Middle",960,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",6,0.431411530815109,87.6,0.964214711729622,0.966202783300199
"2038","10X363","Academy For Personal Leadership And Excellence","2016-17",503,217,286,11,54,429,2,7,126,167,486,"Bronx","Junior High-Intermediate-Middle",1749,"DANCE ROOM","Y","Inside","N",6,0.431411530815109,87.6,0.964214711729622,0.966202783300199
"2039","10X363","Academy For Personal Leadership And Excellence","2016-17",503,217,286,11,54,429,2,7,126,167,486,"Bronx","Junior High-Intermediate-Middle",1824,"MULTI-PURPOSE ROOM","Y","Inside","Y",6,0.431411530815109,87.6,0.964214711729622,0.966202783300199
"2040","10X363","Academy For Personal Leadership And Excellence","2016-17",503,217,286,11,54,429,2,7,126,167,486,"Bronx","Junior High-Intermediate-Middle",4104,"GYM","Y","Inside","N",6,0.431411530815109,87.6,0.964214711729622,0.966202783300199
"2041","10X363","Academy For Personal Leadership And Excellence","2016-17",503,217,286,11,54,429,2,7,126,167,486,"Bronx","Junior High-Intermediate-Middle",24444,"OUTDOOR YARD","Y","Outside","N",6,0.431411530815109,87.6,0.964214711729622,0.966202783300199
"2042","10X363","Academy For Personal Leadership And Excellence","2016-17",503,217,286,11,54,429,2,7,126,167,486,"Bronx","Junior High-Intermediate-Middle",2889,"SWIMMING POOL","Y","Inside","N",6,0.431411530815109,87.6,0.964214711729622,0.966202783300199
"2043","10X368","In-Tech Academy (M.S. / High School 368)","2016-17",945,449,496,37,84,770,14,40,181,153,861,"Bronx","Secondary School",348,"WEIGHT ROOM","Y","Inside","N",3,0.475132275132275,71.8,0.918518518518519,0.911111111111111
"2044","10X368","In-Tech Academy (M.S. / High School 368)","2016-17",945,449,496,37,84,770,14,40,181,153,861,"Bronx","Secondary School",7738,"GYM","Y","Inside","N",3,0.475132275132275,71.8,0.918518518518519,0.911111111111111
"2045","10X368","In-Tech Academy (M.S. / High School 368)","2016-17",945,449,496,37,84,770,14,40,181,153,861,"Bronx","Secondary School",32970,"OUTDOOR YARD","Y","Outside","N",3,0.475132275132275,71.8,0.918518518518519,0.911111111111111
"2046","10X374","Knowledge and Power Preparatory Academy Internatio","2016-17",473,267,206,14,136,299,13,11,120,63,422,"Bronx","High school",989,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",7,0.564482029598309,77.5,0.947145877378435,0.892177589852008
"2047","10X374","Knowledge and Power Preparatory Academy Internatio","2016-17",473,267,206,14,136,299,13,11,120,63,422,"Bronx","High school",1320,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",7,0.564482029598309,77.5,0.947145877378435,0.892177589852008
"2048","10X374","Knowledge and Power Preparatory Academy Internatio","2016-17",473,267,206,14,136,299,13,11,120,63,422,"Bronx","High school",6588,"SWIMMING POOL","Y","Inside","N",7,0.564482029598309,77.5,0.947145877378435,0.892177589852008
"2049","10X374","Knowledge and Power Preparatory Academy Internatio","2016-17",473,267,206,14,136,299,13,11,120,63,422,"Bronx","High school",6696,"SWIMMING POOL","Y","Inside","N",7,0.564482029598309,77.5,0.947145877378435,0.892177589852008
"2050","10X374","Knowledge and Power Preparatory Academy Internatio","2016-17",473,267,206,14,136,299,13,11,120,63,422,"Bronx","High school",7884,"GYM","Y","Inside","N",7,0.564482029598309,77.5,0.947145877378435,0.892177589852008
"2051","10X374","Knowledge and Power Preparatory Academy Internatio","2016-17",473,267,206,14,136,299,13,11,120,63,422,"Bronx","High school",2414,"GYM","Y","Inside","N",7,0.564482029598309,77.5,0.947145877378435,0.892177589852008
"2052","10X374","Knowledge and Power Preparatory Academy Internatio","2016-17",473,267,206,14,136,299,13,11,120,63,422,"Bronx","High school",6372,"GYM","Y","Inside","N",7,0.564482029598309,77.5,0.947145877378435,0.892177589852008
"2053","10X382","Elementary School for Math, Science, and Technolog","2016-17",290,156,134,0,72,215,2,1,47,97,283,"Bronx","Elementary",5340,"GYM","Y","Inside","N",3,0.537931034482759,89.5,0.996551724137931,0.975862068965517
"2054","10X382","Elementary School for Math, Science, and Technolog","2016-17",290,156,134,0,72,215,2,1,47,97,283,"Bronx","Elementary",882,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",3,0.537931034482759,89.5,0.996551724137931,0.975862068965517
"2055","10X382","Elementary School for Math, Science, and Technolog","2016-17",290,156,134,0,72,215,2,1,47,97,283,"Bronx","Elementary",4558,"GYM","Y","Inside","N",3,0.537931034482759,89.5,0.996551724137931,0.975862068965517
"2056","10X386","School for Environmental Citizenship","2016-17",617,297,320,3,95,510,1,8,110,204,613,"Bronx","Elementary",5340,"GYM","Y","Inside","N",3,0.481361426256078,93.3,0.982171799027553,0.993517017828201
"2057","10X386","School for Environmental Citizenship","2016-17",617,297,320,3,95,510,1,8,110,204,613,"Bronx","Elementary",882,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",3,0.481361426256078,93.3,0.982171799027553,0.993517017828201
"2058","10X386","School for Environmental Citizenship","2016-17",617,297,320,3,95,510,1,8,110,204,613,"Bronx","Elementary",4558,"GYM","Y","Inside","N",3,0.481361426256078,93.3,0.982171799027553,0.993517017828201
"2059","10X390","M.S. 390","2016-17",522,239,283,6,67,446,1,2,144,143,510,"Bronx","Junior High-Intermediate-Middle",4125,"GYM","Y","Inside","N",5,0.457854406130268,92,0.984674329501916,0.977011494252874
"2060","10X390","M.S. 390","2016-17",522,239,283,6,67,446,1,2,144,143,510,"Bronx","Junior High-Intermediate-Middle",3600,"OUTDOOR YARD","Y","Outside","N",5,0.457854406130268,92,0.984674329501916,0.977011494252874
"2061","10X390","M.S. 390","2016-17",522,239,283,6,67,446,1,2,144,143,510,"Bronx","Junior High-Intermediate-Middle",3317,"OUTDOOR YARD","Y","Outside","N",5,0.457854406130268,92,0.984674329501916,0.977011494252874
"2062","10X390","M.S. 390","2016-17",522,239,283,6,67,446,1,2,144,143,510,"Bronx","Junior High-Intermediate-Middle",7131,"OUTDOOR YARD","Y","Outside","N",5,0.457854406130268,92,0.984674329501916,0.977011494252874
"2063","10X390","M.S. 390","2016-17",522,239,283,6,67,446,1,2,144,143,510,"Bronx","Junior High-Intermediate-Middle",4848,"OUTDOOR YARD","Y","Outside","N",5,0.457854406130268,92,0.984674329501916,0.977011494252874
"2064","10X391","The Angelo Patri Middle School","2016-17",528,226,302,7,114,402,2,3,166,200,446,"Bronx","Junior High-Intermediate-Middle",1176,"DANCE ROOM","Y","Inside","N",7,0.428030303030303,89.7,0.981060606060606,0.84469696969697
"2065","10X391","The Angelo Patri Middle School","2016-17",528,226,302,7,114,402,2,3,166,200,446,"Bronx","Junior High-Intermediate-Middle",5400,"GYM","Y","Inside","N",7,0.428030303030303,89.7,0.981060606060606,0.84469696969697
"2066","10X391","The Angelo Patri Middle School","2016-17",528,226,302,7,114,402,2,3,166,200,446,"Bronx","Junior High-Intermediate-Middle",3072,"OUTDOOR YARD","Y","Outside","N",7,0.428030303030303,89.7,0.981060606060606,0.84469696969697
"2067","10X391","The Angelo Patri Middle School","2016-17",528,226,302,7,114,402,2,3,166,200,446,"Bronx","Junior High-Intermediate-Middle",11575,"OUTDOOR YARD","Y","Outside","N",7,0.428030303030303,89.7,0.981060606060606,0.84469696969697
"2068","10X391","The Angelo Patri Middle School","2016-17",528,226,302,7,114,402,2,3,166,200,446,"Bronx","Junior High-Intermediate-Middle",4321,"OUTDOOR YARD","Y","Outside","N",7,0.428030303030303,89.7,0.981060606060606,0.84469696969697
"2069","10X391","The Angelo Patri Middle School","2016-17",528,226,302,7,114,402,2,3,166,200,446,"Bronx","Junior High-Intermediate-Middle",6026,"OUTDOOR YARD","Y","Outside","N",7,0.428030303030303,89.7,0.981060606060606,0.84469696969697
"2070","10X391","The Angelo Patri Middle School","2016-17",528,226,302,7,114,402,2,3,166,200,446,"Bronx","Junior High-Intermediate-Middle",5717,"OUTDOOR YARD","Y","Outside","N",7,0.428030303030303,89.7,0.981060606060606,0.84469696969697
"2071","10X396","P.S. 396","2016-17",349,154,195,1,69,269,3,7,95,87,323,"Bronx","Elementary",4125,"GYM","Y","Inside","N",5,0.441260744985673,90.3,0.977077363896848,0.925501432664756
"2072","10X396","P.S. 396","2016-17",349,154,195,1,69,269,3,7,95,87,323,"Bronx","Elementary",3600,"OUTDOOR YARD","Y","Outside","N",5,0.441260744985673,90.3,0.977077363896848,0.925501432664756
"2073","10X396","P.S. 396","2016-17",349,154,195,1,69,269,3,7,95,87,323,"Bronx","Elementary",3317,"OUTDOOR YARD","Y","Outside","N",5,0.441260744985673,90.3,0.977077363896848,0.925501432664756
"2074","10X396","P.S. 396","2016-17",349,154,195,1,69,269,3,7,95,87,323,"Bronx","Elementary",7131,"OUTDOOR YARD","Y","Outside","N",5,0.441260744985673,90.3,0.977077363896848,0.925501432664756
"2075","10X396","P.S. 396","2016-17",349,154,195,1,69,269,3,7,95,87,323,"Bronx","Elementary",4848,"OUTDOOR YARD","Y","Outside","N",5,0.441260744985673,90.3,0.977077363896848,0.925501432664756
"2076","10X397","English Language Learners and International Suppor","2016-17",384,169,215,4,59,307,4,10,3,316,310,"Bronx","High school",1160,"DANCE ROOM","Y","Inside","N",8,0.440104166666667,97.7,0.963541666666667,0.807291666666667
"2077","10X397","English Language Learners and International Suppor","2016-17",384,169,215,4,59,307,4,10,3,316,310,"Bronx","High school",1064,"MULTI-PURPOSE ROOM","Y","Inside","Y",8,0.440104166666667,97.7,0.963541666666667,0.807291666666667
"2078","10X397","English Language Learners and International Suppor","2016-17",384,169,215,4,59,307,4,10,3,316,310,"Bronx","High school",924,"DANCE ROOM","Y","Inside","N",8,0.440104166666667,97.7,0.963541666666667,0.807291666666667
"2079","10X397","English Language Learners and International Suppor","2016-17",384,169,215,4,59,307,4,10,3,316,310,"Bronx","High school",988,"MULTI-PURPOSE ROOM","Y","Inside","Y",8,0.440104166666667,97.7,0.963541666666667,0.807291666666667
"2080","10X397","English Language Learners and International Suppor","2016-17",384,169,215,4,59,307,4,10,3,316,310,"Bronx","High school",2255,"WEIGHT ROOM","Y","Inside","N",8,0.440104166666667,97.7,0.963541666666667,0.807291666666667
"2081","10X397","English Language Learners and International Suppor","2016-17",384,169,215,4,59,307,4,10,3,316,310,"Bronx","High school",9900,"GYM","Y","Inside","N",8,0.440104166666667,97.7,0.963541666666667,0.807291666666667
"2082","10X397","English Language Learners and International Suppor","2016-17",384,169,215,4,59,307,4,10,3,316,310,"Bronx","High school",4960,"GYM","Y","Inside","N",8,0.440104166666667,97.7,0.963541666666667,0.807291666666667
"2083","10X397","English Language Learners and International Suppor","2016-17",384,169,215,4,59,307,4,10,3,316,310,"Bronx","High school",783,"WEIGHT ROOM","Y","Inside","N",8,0.440104166666667,97.7,0.963541666666667,0.807291666666667
"2084","10X433","High School for Teaching and the Professions","2016-17",462,252,210,10,79,355,6,12,115,93,387,"Bronx","High school",1100,"WEIGHT ROOM","Y","Inside","N",7,0.545454545454545,82.4,0.952380952380952,0.837662337662338
"2085","10X433","High School for Teaching and the Professions","2016-17",462,252,210,10,79,355,6,12,115,93,387,"Bronx","High school",1904,"WEIGHT ROOM","Y","Inside","N",7,0.545454545454545,82.4,0.952380952380952,0.837662337662338
"2086","10X433","High School for Teaching and the Professions","2016-17",462,252,210,10,79,355,6,12,115,93,387,"Bronx","High school",1334,"DANCE ROOM","Y","Inside","N",7,0.545454545454545,82.4,0.952380952380952,0.837662337662338
"2087","10X433","High School for Teaching and the Professions","2016-17",462,252,210,10,79,355,6,12,115,93,387,"Bronx","High school",7930,"GYM","Y","Inside","N",7,0.545454545454545,82.4,0.952380952380952,0.837662337662338
"2088","10X433","High School for Teaching and the Professions","2016-17",462,252,210,10,79,355,6,12,115,93,387,"Bronx","High school",3315,"GYM","Y","Inside","N",7,0.545454545454545,82.4,0.952380952380952,0.837662337662338
"2089","10X433","High School for Teaching and the Professions","2016-17",462,252,210,10,79,355,6,12,115,93,387,"Bronx","High school",4623,"GYM","Y","Inside","N",7,0.545454545454545,82.4,0.952380952380952,0.837662337662338
"2090","10X433","High School for Teaching and the Professions","2016-17",462,252,210,10,79,355,6,12,115,93,387,"Bronx","High school",5428,"SWIMMING POOL","Y","Inside","N",7,0.545454545454545,82.4,0.952380952380952,0.837662337662338
"2091","10X434","Belmont Preparatory High School","2016-17",412,221,191,12,108,284,3,5,87,37,368,"Bronx","High school",989,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",7,0.536407766990291,75.5,0.95873786407767,0.893203883495146
"2092","10X434","Belmont Preparatory High School","2016-17",412,221,191,12,108,284,3,5,87,37,368,"Bronx","High school",1320,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",7,0.536407766990291,75.5,0.95873786407767,0.893203883495146
"2093","10X434","Belmont Preparatory High School","2016-17",412,221,191,12,108,284,3,5,87,37,368,"Bronx","High school",6588,"SWIMMING POOL","Y","Inside","N",7,0.536407766990291,75.5,0.95873786407767,0.893203883495146
"2094","10X434","Belmont Preparatory High School","2016-17",412,221,191,12,108,284,3,5,87,37,368,"Bronx","High school",6696,"SWIMMING POOL","Y","Inside","N",7,0.536407766990291,75.5,0.95873786407767,0.893203883495146
"2095","10X434","Belmont Preparatory High School","2016-17",412,221,191,12,108,284,3,5,87,37,368,"Bronx","High school",7884,"GYM","Y","Inside","N",7,0.536407766990291,75.5,0.95873786407767,0.893203883495146
"2096","10X434","Belmont Preparatory High School","2016-17",412,221,191,12,108,284,3,5,87,37,368,"Bronx","High school",2414,"GYM","Y","Inside","N",7,0.536407766990291,75.5,0.95873786407767,0.893203883495146
"2097","10X434","Belmont Preparatory High School","2016-17",412,221,191,12,108,284,3,5,87,37,368,"Bronx","High school",6372,"GYM","Y","Inside","N",7,0.536407766990291,75.5,0.95873786407767,0.893203883495146
"2098","10X437","Fordham High School for the Arts","2016-17",375,278,97,5,131,223,9,7,70,10,330,"Bronx","High school",989,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",7,0.741333333333333,74.1,0.968,0.88
"2099","10X437","Fordham High School for the Arts","2016-17",375,278,97,5,131,223,9,7,70,10,330,"Bronx","High school",1320,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",7,0.741333333333333,74.1,0.968,0.88
"2100","10X437","Fordham High School for the Arts","2016-17",375,278,97,5,131,223,9,7,70,10,330,"Bronx","High school",6588,"SWIMMING POOL","Y","Inside","N",7,0.741333333333333,74.1,0.968,0.88
"2101","10X437","Fordham High School for the Arts","2016-17",375,278,97,5,131,223,9,7,70,10,330,"Bronx","High school",6696,"SWIMMING POOL","Y","Inside","N",7,0.741333333333333,74.1,0.968,0.88
"2102","10X437","Fordham High School for the Arts","2016-17",375,278,97,5,131,223,9,7,70,10,330,"Bronx","High school",7884,"GYM","Y","Inside","N",7,0.741333333333333,74.1,0.968,0.88
"2103","10X437","Fordham High School for the Arts","2016-17",375,278,97,5,131,223,9,7,70,10,330,"Bronx","High school",2414,"GYM","Y","Inside","N",7,0.741333333333333,74.1,0.968,0.88
"2104","10X437","Fordham High School for the Arts","2016-17",375,278,97,5,131,223,9,7,70,10,330,"Bronx","High school",6372,"GYM","Y","Inside","N",7,0.741333333333333,74.1,0.968,0.88
"2105","10X438","Fordham Leadership Academy","2016-17",349,125,224,7,90,240,1,11,100,70,297,"Bronx","High school",989,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",7,0.358166189111748,81.9,0.948424068767908,0.851002865329513
"2106","10X438","Fordham Leadership Academy","2016-17",349,125,224,7,90,240,1,11,100,70,297,"Bronx","High school",1320,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",7,0.358166189111748,81.9,0.948424068767908,0.851002865329513
"2107","10X438","Fordham Leadership Academy","2016-17",349,125,224,7,90,240,1,11,100,70,297,"Bronx","High school",6588,"SWIMMING POOL","Y","Inside","N",7,0.358166189111748,81.9,0.948424068767908,0.851002865329513
"2108","10X438","Fordham Leadership Academy","2016-17",349,125,224,7,90,240,1,11,100,70,297,"Bronx","High school",6696,"SWIMMING POOL","Y","Inside","N",7,0.358166189111748,81.9,0.948424068767908,0.851002865329513
"2109","10X438","Fordham Leadership Academy","2016-17",349,125,224,7,90,240,1,11,100,70,297,"Bronx","High school",7884,"GYM","Y","Inside","N",7,0.358166189111748,81.9,0.948424068767908,0.851002865329513
"2110","10X438","Fordham Leadership Academy","2016-17",349,125,224,7,90,240,1,11,100,70,297,"Bronx","High school",2414,"GYM","Y","Inside","N",7,0.358166189111748,81.9,0.948424068767908,0.851002865329513
"2111","10X438","Fordham Leadership Academy","2016-17",349,125,224,7,90,240,1,11,100,70,297,"Bronx","High school",6372,"GYM","Y","Inside","N",7,0.358166189111748,81.9,0.948424068767908,0.851002865329513
"2112","10X439","Bronx High School for Law and Community Service","2016-17",423,225,198,9,105,291,8,10,116,61,367,"Bronx","High school",989,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",7,0.531914893617021,80.9,0.955082742316785,0.867612293144208
"2113","10X439","Bronx High School for Law and Community Service","2016-17",423,225,198,9,105,291,8,10,116,61,367,"Bronx","High school",1320,"MULTI-PURPOSE CLASSROOM","Y","Inside","Y",7,0.531914893617021,80.9,0.955082742316785,0.867612293144208
"2114","10X439","Bronx High School for Law and Community Service","2016-17",423,225,198,9,105,291,8,10,116,61,367,"Bronx","High school",6588,"SWIMMING POOL","Y","Inside","N",7,0.531914893617021,80.9,0.955082742316785,0.867612293144208
"2115","10X439","Bronx High School for Law and Community Service","2016-17",423,225,198,9,105,291,8,10,116,61,367,"Bronx","High school",6696,"SWIMMING POOL","Y","Inside","N",7,0.531914893617021,80.9,0.955082742316785,0.867612293144208
"2116","10X439","Bronx High School for Law and Community Service","2016-17",423,225,198,9,105,291,8,10,116,61,367,"Bronx","High school",7884,"GYM","Y","Inside","N",7,0.531914893617021,80.9,0.955082742316785,0.867612293144208
"2117","10X439","Bronx High School for Law and Community Service","2016-17",423,225,198,9,105,291,8,10,116,61,367,"Bronx","High school",2414,"GYM","Y","Inside","N",7,0.531914893617021,80.9,0.955082742316785,0.867612293144208
"2118","10X439","Bronx High School for Law and Community Service","2016-17",423,225,198,9,105,291,8,10,116,61,367,"Bronx","High school",6372,"GYM","Y","Inside","N",7,0.531914893617021,80.9,0.955082742316785,0.867612293144208
"2119","10X440","DeWitt Clinton High School","2016-17",1476,666,810,131,474,788,31,52,234,358,1187,"Bronx","High school",1219,"MULTI-PURPOSE ROOM","Y","Inside","Y",12,0.451219512195122,77.7,0.876016260162602,0.80420054200542
"2120","10X440","DeWitt Clinton High School","2016-17",1476,666,810,131,474,788,31,52,234,358,1187,"Bronx","High school",880,"GYM","Y","Inside","N",12,0.451219512195122,77.7,0.876016260162602,0.80420054200542
"2121","10X440","DeWitt Clinton High School","2016-17",1476,666,810,131,474,788,31,52,234,358,1187,"Bronx","High school",760,"WEIGHT ROOM","Y","Inside","N",12,0.451219512195122,77.7,0.876016260162602,0.80420054200542
"2122","10X440","DeWitt Clinton High School","2016-17",1476,666,810,131,474,788,31,52,234,358,1187,"Bronx","High school",345,"WEIGHT ROOM","Y","Inside","N",12,0.451219512195122,77.7,0.876016260162602,0.80420054200542
"2123","10X440","DeWitt Clinton High School","2016-17",1476,666,810,131,474,788,31,52,234,358,1187,"Bronx","High school",1058,"WEIGHT ROOM","Y","Inside","N",12,0.451219512195122,77.7,0.876016260162602,0.80420054200542
"2124","10X440","DeWitt Clinton High School","2016-17",1476,666,810,131,474,788,31,52,234,358,1187,"Bronx","High school",1000,"AUXILIARY EXERCISE ROOM","Y","Inside","N",12,0.451219512195122,77.7,0.876016260162602,0.80420054200542
"2125","10X440","DeWitt Clinton High School","2016-17",1476,666,810,131,474,788,31,52,234,358,1187,"Bronx","High school",1800,"AUXILIARY EXERCISE ROOM","Y","Inside","N",12,0.451219512195122,77.7,0.876016260162602,0.80420054200542
"2126","10X440","DeWitt Clinton High School","2016-17",1476,666,810,131,474,788,31,52,234,358,1187,"Bronx","High school",5568,"GYM","Y","Inside","N",12,0.451219512195122,77.7,0.876016260162602,0.80420054200542
"2127","10X440","DeWitt Clinton High School","2016-17",1476,666,810,131,474,788,31,52,234,358,1187,"Bronx","High school",4416,"GYM","Y","Inside","N",12,0.451219512195122,77.7,0.876016260162602,0.80420054200542
"2128","10X440","DeWitt Clinton High School","2016-17",1476,666,810,131,474,788,31,52,234,358,1187,"Bronx","High school",10048,"GYM","Y","Inside","N",12,0.451219512195122,77.7,0.876016260162602,0.80420054200542
"2129","10X440","DeWitt Clinton High School","2016-17",1476,666,810,131,474,788,31,52,234,358,1187,"Bronx","High school",7344,"SWIMMING POOL","Y","Inside","N",12,0.451219512195122,77.7,0.876016260162602,0.80420054200542
"2130","10X440","DeWitt Clinton High School","2016-17",1476,666,810,131,474,788,31,52,234,358,1187,"Bronx","High school",274000,"ATHLETIC FIELD","Y","Outside","N",12,0.451219512195122,77.7,0.876016260162602,0.80420054200542
"2131","10X442","Celia Cruz Bronx High School of Music, The","2016-17",428,273,155,9,105,293,17,4,83,21,371,"Bronx","High school",1100,"WEIGHT ROOM","Y","Inside","N",7,0.63785046728972,73.9,0.969626168224299,0.866822429906542
"2132","10X442","Celia Cruz Bronx High School of Music, The","2016-17",428,273,155,9,105,293,17,4,83,21,371,"Bronx","High school",1904,"WEIGHT ROOM","Y","Inside","N",7,0.63785046728972,73.9,0.969626168224299,0.866822429906542
