Borough,Geographical  District,Admin District,ATS Code,Location Name,Grade Level,Bldg ID,Bldg Name,Ownership,Room Number,Square Feet,Room Function,Shared with other schools?,Inside v outside,Space used for any other purpose beside PE,Location 1
Manhattan,1,1,01M015,P.S. 015 Roberto Clemente,Elementary,M015,P.S. 15 - MANHATTAN,DOE Owned,GYM.,"3,243",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M015,P.S. 015 Roberto Clemente,Elementary,M015,P.S. 15 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"14,953",OUTDOOR YARD,Y,Outside,N,
Manhattan,1,1,01M019,P.S. 019 Asher Levy,Elementary,M019,P.S. 19 - MANHATTAN,DOE Owned,GYM,"3,942",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M019,P.S. 019 Asher Levy,Elementary,M019,P.S. 19 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"28,121",OUTDOOR YARD,Y,Outside,N,
Manhattan,1,1,01M020,P.S. 020 Anna Silver,Elementary,M020,P.S. 20 - MANHATTAN,DOE Owned,122/24S,"1,080",MULTI-PURPOSE CLASSROOM,N,Inside,Y,
Manhattan,1,1,01M020,P.S. 020 Anna Silver,Elementary,M020,P.S. 20 - MANHATTAN,DOE Owned,GYM,"4,000",GYMNASIUM,N,Inside,N,
Manhattan,1,1,01M020,P.S. 020 Anna Silver,Elementary,M020,P.S. 20 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"3,191",OUTDOOR YARD,N,Outside,N,
Manhattan,1,1,01M034,P.S. 034 Franklin D. Roosevelt,K-8,M034,P.S. 34 - MANHATTAN,DOE Owned,124,"3,450",GYMNASIUM,N,Inside,N,
Manhattan,1,1,01M034,P.S. 034 Franklin D. Roosevelt,K-8,M034,P.S. 34 - MANHATTAN,DOE Owned,314,676,MULTI-PURPOSE CLASSROOM,N,Inside,Y,
Manhattan,1,1,01M034,P.S. 034 Franklin D. Roosevelt,K-8,M034,P.S. 34 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"27,457",OUTDOOR YARD,N,Outside,N,
Manhattan,1,1,01M063,The STAR Academy - P.S.63,Elementary,M063,P.S. 63 - MANHATTAN,DOE Owned,114,728,DANCE ROOM,Y,Inside,N,
Manhattan,1,1,01M063,The STAR Academy - P.S.63,Elementary,M063,P.S. 63 - MANHATTAN,DOE Owned,417,"1,500",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M063,The STAR Academy - P.S.63,Elementary,M063,P.S. 63 - MANHATTAN,DOE Owned,GYMB,"1,740",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M064,P.S. 064 Robert Simon,Elementary,M064,P.S. 64 (OLD 71) - MANHATTAN,DOE Owned,224,"1,650",MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,1,1,01M064,P.S. 064 Robert Simon,Elementary,M064,P.S. 64 (OLD 71) - MANHATTAN,DOE Owned,B43,"1,344",DANCE ROOM,Y,Inside,N,
Manhattan,1,1,01M064,P.S. 064 Robert Simon,Elementary,M064,P.S. 64 (OLD 71) - MANHATTAN,DOE Owned,B53,"6,336",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M064,P.S. 064 Robert Simon,Elementary,M064,P.S. 64 (OLD 71) - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"13,310",OUTDOOR YARD,Y,Outside,N,
Manhattan,1,1,01M064,P.S. 064 Robert Simon,Elementary,M064,P.S. 64 (OLD 71) - MANHATTAN,DOE Owned,OUTDOOR YARD 2,"14,159",OUTDOOR YARD,Y,Outside,N,
Manhattan,1,1,01M110,P.S. 110 Florence Nightingale,Elementary,M110,P.S. 110 - MANHATTAN,DOE Owned,GYM,"3,367",GYMNASIUM,N,Inside,N,
Manhattan,1,1,01M110,P.S. 110 Florence Nightingale,Elementary,M110,P.S. 110 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"4,089",OUTDOOR YARD,N,Outside,N,
Manhattan,1,1,01M134,P.S. 134 Henrietta Szold,Elementary,M134,P.S. 134 - MANHATTAN,DOE Owned,140,920,DANCE ROOM,N,Inside,N,
Manhattan,1,1,01M134,P.S. 134 Henrietta Szold,Elementary,M134,P.S. 134 - MANHATTAN,DOE Owned,140A,528,DANCE ROOM,N,Inside,N,
Manhattan,1,1,01M134,P.S. 134 Henrietta Szold,Elementary,M134,P.S. 134 - MANHATTAN,DOE Owned,GYM,"3,850",GYMNASIUM,N,Inside,N,
Manhattan,1,1,01M140,P.S. 140 Nathan Straus,K-8,M140,P.S. 140 - MANHATTAN,DOE Owned,GYM,"3,850",GYMNASIUM,N,Inside,N,
Manhattan,1,1,01M140,P.S. 140 Nathan Straus,K-8,M140,P.S. 140 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"2,890",OUTDOOR YARD,N,Outside,N,
Manhattan,1,1,01M142,P.S. 142 Amalia Castro,Elementary,M142,P.S. 142 - MANHATTAN,DOE Owned,118,550,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,1,1,01M142,P.S. 142 Amalia Castro,Elementary,M142,P.S. 142 - MANHATTAN,DOE Owned,140,"3,000",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M142,P.S. 142 Amalia Castro,Elementary,M142,P.S. 142 - MANHATTAN,DOE Owned,314A,520,MULTI-PURPOSE ROOM,Y,Inside,Y,
Manhattan,1,1,01M142,P.S. 142 Amalia Castro,Elementary,M142,P.S. 142 - MANHATTAN,DOE Owned,314B,528,MULTI-PURPOSE ROOM,Y,Inside,Y,
Manhattan,1,1,01M142,P.S. 142 Amalia Castro,Elementary,M142,P.S. 142 - MANHATTAN,DOE Owned,314C,550,MULTI-PURPOSE ROOM,Y,Inside,Y,
Manhattan,1,1,01M142,P.S. 142 Amalia Castro,Elementary,M142,P.S. 142 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"26,472",OUTDOOR YARD,Y,Outside,N,
Manhattan,1,1,01M142,P.S. 142 Amalia Castro,Elementary,M142,P.S. 142 - MANHATTAN,DOE Owned,OUTDOOR YARD 2,"7,098",OUTDOOR YARD,Y,Outside,N,
Manhattan,1,1,01M184,P.S. 184m Shuang Wen,K-8,M137,P.S. 137 - MANHATTAN,DOE Owned,220,"4,620",MULTI-PURPOSE NON CLASSROOM,N,Inside,Y,
Manhattan,1,1,01M184,P.S. 184m Shuang Wen,K-8,M137,P.S. 137 - MANHATTAN,DOE Owned,209/211,"1,350",DANCE ROOM,N,Inside,N,
Manhattan,1,1,01M184,P.S. 184m Shuang Wen,K-8,M137,P.S. 137 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"48,593",OUTDOOR YARD,N,Outside,N,
Manhattan,1,1,01M188,P.S. 188 The Island School,K-8,M188,P.S. 188 - MANHATTAN,DOE Owned,202,"3,792",MULTI-PURPOSE ROOM,Y,Inside,Y,
Manhattan,1,1,01M188,P.S. 188 The Island School,K-8,M188,P.S. 188 - MANHATTAN,DOE Owned,321,792,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,1,1,01M188,P.S. 188 The Island School,K-8,M188,P.S. 188 - MANHATTAN,DOE Owned,520,621,MULTI-PURPOSE ROOM,Y,Inside,Y,
Manhattan,1,1,01M188,P.S. 188 The Island School,K-8,M188,P.S. 188 - MANHATTAN,DOE Owned,GYM,"9,720",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M292,Orchard Collegiate Academy,High school,M056,J.H.S. 56 - MANHATTAN,DOE Owned,204,378,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,1,1,01M292,Orchard Collegiate Academy,High school,M056,J.H.S. 56 - MANHATTAN,DOE Owned,300,816,DANCE ROOM,Y,Inside,N,
Manhattan,1,1,01M292,Orchard Collegiate Academy,High school,M056,J.H.S. 56 - MANHATTAN,DOE Owned,GYM,"6,500",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M292,Orchard Collegiate Academy,High school,M056,J.H.S. 56 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"23,204",OUTDOOR YARD,Y,Outside,N,
Manhattan,1,1,01M301,"Technology, Arts, and Sciences Studio",Junior High-Intermediate-Middle,M019,P.S. 19 - MANHATTAN,DOE Owned,GYM,"3,942",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M301,"Technology, Arts, and Sciences Studio",Junior High-Intermediate-Middle,M019,P.S. 19 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"28,121",OUTDOOR YARD,Y,Outside,N,
Manhattan,1,1,01M315,The East Village Community School,Elementary,M061,P.S. 61 - MANHATTAN,DOE Owned,412,728,AUXILIARY EXERCISE ROOM,Y,Inside,N,
Manhattan,1,1,01M315,The East Village Community School,Elementary,M061,P.S. 61 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"10,622",OUTDOOR YARD,Y,Outside,N,
Manhattan,1,1,01M332,University Neighborhood Middle School,Junior High-Intermediate-Middle,M056,J.H.S. 56 - MANHATTAN,DOE Owned,204,378,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,1,1,01M332,University Neighborhood Middle School,Junior High-Intermediate-Middle,M056,J.H.S. 56 - MANHATTAN,DOE Owned,300,816,DANCE ROOM,Y,Inside,N,
Manhattan,1,1,01M332,University Neighborhood Middle School,Junior High-Intermediate-Middle,M056,J.H.S. 56 - MANHATTAN,DOE Owned,GYM,"6,500",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M332,University Neighborhood Middle School,Junior High-Intermediate-Middle,M056,J.H.S. 56 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"23,204",OUTDOOR YARD,Y,Outside,N,
Manhattan,1,1,01M361,The Children's Workshop School,Elementary,M061,P.S. 61 - MANHATTAN,DOE Owned,412,728,AUXILIARY EXERCISE ROOM,Y,Inside,N,
Manhattan,1,1,01M361,The Children's Workshop School,Elementary,M061,P.S. 61 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"10,622",OUTDOOR YARD,Y,Outside,N,
Manhattan,1,1,01M363,Neighborhood School,Elementary,M063,P.S. 63 - MANHATTAN,DOE Owned,114,728,DANCE ROOM,Y,Inside,N,
Manhattan,1,1,01M363,Neighborhood School,Elementary,M063,P.S. 63 - MANHATTAN,DOE Owned,417,"1,500",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M363,Neighborhood School,Elementary,M063,P.S. 63 - MANHATTAN,DOE Owned,GYMB,"1,740",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M364,Earth School,Elementary,M064,P.S. 64 (OLD 71) - MANHATTAN,DOE Owned,224,"1,650",MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,1,1,01M364,Earth School,Elementary,M064,P.S. 64 (OLD 71) - MANHATTAN,DOE Owned,B43,"1,344",DANCE ROOM,Y,Inside,N,
Manhattan,1,1,01M364,Earth School,Elementary,M064,P.S. 64 (OLD 71) - MANHATTAN,DOE Owned,B53,"6,336",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M364,Earth School,Elementary,M064,P.S. 64 (OLD 71) - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"13,310",OUTDOOR YARD,Y,Outside,N,
Manhattan,1,1,01M364,Earth School,Elementary,M064,P.S. 64 (OLD 71) - MANHATTAN,DOE Owned,OUTDOOR YARD 2,"14,159",OUTDOOR YARD,Y,Outside,N,
Manhattan,1,1,01M378,School for Global Leaders,Junior High-Intermediate-Middle,M025,J.H.S. 25 - MANHATTAN,DOE Owned,251,840,ADAPTIVE PHYSICAL EDUCATION,Y,Inside,N,
Manhattan,1,1,01M378,School for Global Leaders,Junior High-Intermediate-Middle,M025,J.H.S. 25 - MANHATTAN,DOE Owned,257,"1,591",WEIGHT ROOM,Y,Inside,N,
Manhattan,1,1,01M378,School for Global Leaders,Junior High-Intermediate-Middle,M025,J.H.S. 25 - MANHATTAN,DOE Owned,367,806,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,1,1,01M378,School for Global Leaders,Junior High-Intermediate-Middle,M025,J.H.S. 25 - MANHATTAN,DOE Owned,471,682,WEIGHT ROOM,Y,Inside,N,
Manhattan,1,1,01M378,School for Global Leaders,Junior High-Intermediate-Middle,M025,J.H.S. 25 - MANHATTAN,DOE Owned,GYM,"5,251",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M378,School for Global Leaders,Junior High-Intermediate-Middle,M025,J.H.S. 25 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"24,232",OUTDOOR YARD,Y,Outside,N,
Manhattan,1,1,01M448,University Neighborhood High School,High school,M446,UNIVERSITY NEIGHBORHOOD - M,DOE Owned,204-6,990,DANCE ROOM,N,Inside,N,
Manhattan,1,1,01M448,University Neighborhood High School,High school,M446,UNIVERSITY NEIGHBORHOOD - M,DOE Owned,209-10,"1,104",WEIGHT ROOM,N,Inside,N,
Manhattan,1,1,01M448,University Neighborhood High School,High school,M446,UNIVERSITY NEIGHBORHOOD - M,DOE Owned,LOBBY,"4,290",MULTI-PURPOSE NON CLASSROOM,N,Inside,Y,
Manhattan,1,1,01M450,East Side Community School,Secondary School,M060,J.H.S. 60 - MANHATTAN,DOE Owned,402,588,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,1,1,01M450,East Side Community School,Secondary School,M060,J.H.S. 60 - MANHATTAN,DOE Owned,406,560,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,1,1,01M450,East Side Community School,Secondary School,M060,J.H.S. 60 - MANHATTAN,DOE Owned,408,560,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,1,1,01M450,East Side Community School,Secondary School,M060,J.H.S. 60 - MANHATTAN,DOE Owned,1001,"2,790",MULTI-PURPOSE ROOM,Y,Inside,Y,
Manhattan,1,1,01M450,East Side Community School,Secondary School,M060,J.H.S. 60 - MANHATTAN,DOE Owned,GYM1,"2,652",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M450,East Side Community School,Secondary School,M060,J.H.S. 60 - MANHATTAN,DOE Owned,GYM2,"2,808",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M450,East Side Community School,Secondary School,M060,J.H.S. 60 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"7,350",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M089,P.S. 89,Elementary,M089,P.S./I.S. 89 - MANHATTAN,DOE Owned,315,"4,845",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M450,East Side Community School,Secondary School,M060,J.H.S. 60 - MANHATTAN,DOE Owned,OUTDOOR YARD 2,"17,931",OUTDOOR YARD,Y,Outside,N,
Manhattan,1,1,01M458,Forsyth Satellite Academy,High school,M510,FORSYTH HS (AUXSVC-OLD 91) - M,DOE Owned,401,567,DANCE ROOM,Y,Inside,N,
Manhattan,1,1,01M458,Forsyth Satellite Academy,High school,M510,FORSYTH HS (AUXSVC-OLD 91) - M,DOE Owned,GYM,"2,464",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M509,Marta Valle High School,High school,M025,J.H.S. 25 - MANHATTAN,DOE Owned,251,840,ADAPTIVE PHYSICAL EDUCATION,Y,Inside,N,
Manhattan,1,1,01M509,Marta Valle High School,High school,M025,J.H.S. 25 - MANHATTAN,DOE Owned,257,"1,591",WEIGHT ROOM,Y,Inside,N,
Manhattan,1,1,01M509,Marta Valle High School,High school,M025,J.H.S. 25 - MANHATTAN,DOE Owned,367,806,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,1,1,01M509,Marta Valle High School,High school,M025,J.H.S. 25 - MANHATTAN,DOE Owned,471,682,WEIGHT ROOM,Y,Inside,N,
Manhattan,1,1,01M509,Marta Valle High School,High school,M025,J.H.S. 25 - MANHATTAN,DOE Owned,GYM,"5,251",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M509,Marta Valle High School,High school,M025,J.H.S. 25 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"24,232",OUTDOOR YARD,Y,Outside,N,
Manhattan,1,1,01M515,Lower East Side Preparatory High School,High school,M025,J.H.S. 25 - MANHATTAN,DOE Owned,251,840,ADAPTIVE PHYSICAL EDUCATION,Y,Inside,N,
Manhattan,1,1,01M515,Lower East Side Preparatory High School,High school,M025,J.H.S. 25 - MANHATTAN,DOE Owned,257,"1,591",WEIGHT ROOM,Y,Inside,N,
Manhattan,1,1,01M515,Lower East Side Preparatory High School,High school,M025,J.H.S. 25 - MANHATTAN,DOE Owned,367,806,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,1,1,01M515,Lower East Side Preparatory High School,High school,M025,J.H.S. 25 - MANHATTAN,DOE Owned,471,682,WEIGHT ROOM,Y,Inside,N,
Manhattan,1,1,01M515,Lower East Side Preparatory High School,High school,M025,J.H.S. 25 - MANHATTAN,DOE Owned,GYM,"5,251",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M515,Lower East Side Preparatory High School,High school,M025,J.H.S. 25 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"24,232",OUTDOOR YARD,Y,Outside,N,
Manhattan,1,1,01M539,"New Explorations into Science, Technology and Math High School",K-12 all grades,M022,N.E.S.T (OLD J22) - MANHATTAN,DOE Owned,109,770,MULTI-PURPOSE CLASSROOM,N,Inside,Y,
Manhattan,1,1,01M539,"New Explorations into Science, Technology and Math High School",K-12 all grades,M022,N.E.S.T (OLD J22) - MANHATTAN,DOE Owned,GYM,"6,600",GYMNASIUM,N,Inside,N,
Manhattan,1,1,01M539,"New Explorations into Science, Technology and Math High School",K-12 all grades,M022,N.E.S.T (OLD J22) - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"6,489",OUTDOOR YARD,N,Outside,N,
Manhattan,1,1,01M650,Cascades High School,High school,M510,FORSYTH HS (AUXSVC-OLD 91) - M,DOE Owned,401,567,DANCE ROOM,Y,Inside,N,
Manhattan,1,1,01M650,Cascades High School,High school,M510,FORSYTH HS (AUXSVC-OLD 91) - M,DOE Owned,GYM,"2,464",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M696,Bard High School Early College,High school,M097,BARD COLLEGE HS (OLD M097) - M,DOE Owned,209,675,MULTI-PURPOSE NON CLASSROOM,N,Inside,Y,
Manhattan,1,1,01M696,Bard High School Early College,High school,M097,BARD COLLEGE HS (OLD M097) - M,DOE Owned,GYM,"1,147",GYMNASIUM,N,Inside,N,
Manhattan,1,1,01M839,Tompkins Square Middle School,Junior High-Intermediate-Middle,M064,P.S. 64 (OLD 71) - MANHATTAN,DOE Owned,224,"1,650",MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,1,1,01M839,Tompkins Square Middle School,Junior High-Intermediate-Middle,M064,P.S. 64 (OLD 71) - MANHATTAN,DOE Owned,B43,"1,344",DANCE ROOM,Y,Inside,N,
Manhattan,1,1,01M839,Tompkins Square Middle School,Junior High-Intermediate-Middle,M064,P.S. 64 (OLD 71) - MANHATTAN,DOE Owned,B53,"6,336",GYMNASIUM,Y,Inside,N,
Manhattan,1,1,01M839,Tompkins Square Middle School,Junior High-Intermediate-Middle,M064,P.S. 64 (OLD 71) - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"13,310",OUTDOOR YARD,Y,Outside,N,
Manhattan,1,1,01M839,Tompkins Square Middle School,Junior High-Intermediate-Middle,M064,P.S. 64 (OLD 71) - MANHATTAN,DOE Owned,OUTDOOR YARD 2,"14,159",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M001,P.S. 001 Alfred E. Smith,Elementary,M001,P.S. 1 - MANHATTAN,DOE Owned,505,525,ADAPTIVE PHYSICAL EDUCATION,N,Inside,N,
Manhattan,2,2,02M001,P.S. 001 Alfred E. Smith,Elementary,M001,P.S. 1 - MANHATTAN,DOE Owned,GR FL,"5,472",MULTI-PURPOSE NON CLASSROOM,N,Inside,Y,
Manhattan,2,2,02M001,P.S. 001 Alfred E. Smith,Elementary,M001,P.S. 1 - MANHATTAN,DOE Owned,GYM.,"3,584",GYMNASIUM,N,Inside,N,
Manhattan,2,2,02M001,P.S. 001 Alfred E. Smith,Elementary,M001,P.S. 1 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"4,872",OUTDOOR YARD,N,Outside,N,
Manhattan,2,2,02M002,P.S. 002 Meyer London,Elementary,M002,P.S. 2 - MANHATTAN,DOE Owned,GYM.,"3,819",GYMNASIUM,N,Inside,N,
Manhattan,2,2,02M002,P.S. 002 Meyer London,Elementary,M002,P.S. 2 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"36,183",OUTDOOR YARD,N,Outside,N,
Manhattan,2,2,02M003,P.S. 003 Charrette School,Elementary,M003,P.S. 3 - MANHATTAN,DOE Owned,400,546,DANCE ROOM,N,Inside,N,
Manhattan,2,2,02M003,P.S. 003 Charrette School,Elementary,M003,P.S. 3 - MANHATTAN,DOE Owned,402,945,DANCE ROOM,N,Inside,N,
Manhattan,2,2,02M003,P.S. 003 Charrette School,Elementary,M003,P.S. 3 - MANHATTAN,DOE Owned,506A,276,MULTI-PURPOSE CLASSROOM,N,Inside,Y,
Manhattan,2,2,02M006,P.S. 006 Lillie D. Blake,Elementary,M006,P.S. 6 - MANHATTAN,DOE Owned,GYM,"3,710",GYMNASIUM,N,Inside,N,
Manhattan,2,2,02M006,P.S. 006 Lillie D. Blake,Elementary,M006,P.S. 6 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"19,173",OUTDOOR YARD,N,Outside,N,
Manhattan,2,2,02M011,P.S. 011 William T. Harris,Elementary,M011,P.S. 11 - MANHATTAN,DOE Owned,502,"1,254",DANCE ROOM,N,Inside,N,
Manhattan,2,2,02M011,P.S. 011 William T. Harris,Elementary,M011,P.S. 11 - MANHATTAN,DOE Owned,520,"1,232",GYMNASIUM,N,Inside,N,
Manhattan,2,2,02M011,P.S. 011 William T. Harris,Elementary,M011,P.S. 11 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"14,192",OUTDOOR YARD,N,Outside,N,
Manhattan,2,2,02M011,P.S. 011 William T. Harris,Elementary,M011,P.S. 11 - MANHATTAN,DOE Owned,POOL,"4,674",SWIMMING POOL,N,Inside,N,
Manhattan,2,2,02M033,P.S. 033 Chelsea Prep,Elementary,M033,P.S. 33 - MANHATTAN,DOE Owned,108,"3,504",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M033,P.S. 033 Chelsea Prep,Elementary,M033,P.S. 33 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"8,950",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M040,P.S. 040 Augustus Saint-Gaudens,Elementary,M040,P.S. 40 - MANHATTAN,DOE Owned,1ST FL,"4,503",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M040,P.S. 040 Augustus Saint-Gaudens,Elementary,M040,P.S. 40 - MANHATTAN,DOE Owned,202A,175,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M040,P.S. 040 Augustus Saint-Gaudens,Elementary,M040,P.S. 40 - MANHATTAN,DOE Owned,202B,408,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M040,P.S. 040 Augustus Saint-Gaudens,Elementary,M040,P.S. 40 - MANHATTAN,DOE Owned,3 FL,"2,652",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M040,P.S. 040 Augustus Saint-Gaudens,Elementary,M040,P.S. 40 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"7,980",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M041,P.S. 041 Greenwich Village,Elementary,M041,P.S. 41 - MANHATTAN,DOE Owned,232,675,DANCE ROOM,N,Inside,N,
Manhattan,2,2,02M041,P.S. 041 Greenwich Village,Elementary,M041,P.S. 41 - MANHATTAN,DOE Owned,234,675,MULTI-PURPOSE CLASSROOM,N,Inside,Y,
Manhattan,2,2,02M041,P.S. 041 Greenwich Village,Elementary,M041,P.S. 41 - MANHATTAN,DOE Owned,GYM,"3,850",GYMNASIUM,N,Inside,N,
Manhattan,2,2,02M041,P.S. 041 Greenwich Village,Elementary,M041,P.S. 41 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"25,458",OUTDOOR YARD,N,Outside,N,
Manhattan,2,2,02M042,P.S. 042 Benjamin Altman,Elementary,M042,P.S. 42 - MANHATTAN,DOE Owned,102,"4,060",GYM/CAFETERIA,N,Inside,Y,
Manhattan,2,2,02M042,P.S. 042 Benjamin Altman,Elementary,M042,P.S. 42 - MANHATTAN,DOE Owned,510,"1,742",MULTI-PURPOSE ROOM,N,Inside,Y,
Manhattan,2,2,02M042,P.S. 042 Benjamin Altman,Elementary,M042,P.S. 42 - MANHATTAN,DOE Owned,511,"2,496",GYMNASIUM,N,Inside,N,
Manhattan,2,2,02M042,P.S. 042 Benjamin Altman,Elementary,M042,P.S. 42 - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"8,802",OUTDOOR YARD,N,Outside,N,
Manhattan,2,2,02M047,47 The American Sign Language and English Secondary School,High school,M047,J.H.S. 47 (SCH FOR THE DEAF) - M,DOE Owned,508,740,WEIGHT ROOM,Y,Inside,N,
Manhattan,2,2,02M047,47 The American Sign Language and English Secondary School,High school,M047,J.H.S. 47 (SCH FOR THE DEAF) - M,DOE Owned,GYM,"5,184",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M047,47 The American Sign Language and English Secondary School,High school,M047,J.H.S. 47 (SCH FOR THE DEAF) - M,DOE Owned,OUTDOOR YARD 1,"10,087",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M051,P.S. 051 Elias Howe,Elementary,M338,P.S. 51 ELIAS HOWE - MANHATTAN,DOE Owned,114,"3,136",GYM/AUDITORIUM,Y,Inside,Y,
Manhattan,2,2,02M051,P.S. 051 Elias Howe,Elementary,M338,P.S. 51 ELIAS HOWE - MANHATTAN,DOE Owned,320,"4,895",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M059,P.S. 059 Beekman Hill International,Elementary,M488,MIDTOWN EAST CAMPUS - MANHATTAN,DOE Owned,108,720,MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M059,P.S. 059 Beekman Hill International,Elementary,M488,MIDTOWN EAST CAMPUS - MANHATTAN,DOE Owned,426,"1,980",WEIGHT ROOM,Y,Inside,N,
Manhattan,2,2,02M059,P.S. 059 Beekman Hill International,Elementary,M488,MIDTOWN EAST CAMPUS - MANHATTAN,DOE Owned,502,"3,280",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M059,P.S. 059 Beekman Hill International,Elementary,M488,MIDTOWN EAST CAMPUS - MANHATTAN,DOE Owned,L205,"1,408",MULTI-PURPOSE NON CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M059,P.S. 059 Beekman Hill International,Elementary,M488,MIDTOWN EAST CAMPUS - MANHATTAN,DOE Owned,L223,"2,793",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M059,P.S. 059 Beekman Hill International,Elementary,M488,MIDTOWN EAST CAMPUS - MANHATTAN,DOE Owned,OUTDOOR YARD 1,"4,352",OUTDOOR YARD,Y,Outside,N,
Manhattan,2,2,02M077,P.S. 77 Lower Lab School,Elementary,M198,P.S. 198 - MANHATTAN,DOE Owned,223,280,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
Manhattan,2,2,02M077,P.S. 77 Lower Lab School,Elementary,M198,P.S. 198 - MANHATTAN,DOE Owned,GYM,"3,630",GYMNASIUM,Y,Inside,N,
Manhattan,2,2,02M077,P.S. 77 Lower Lab School,Elementary,M198,P.S. 198 - MANHATTAN,DOE Owned,M1,702,MULTI-PURPOSE CLASSROOM,Y,Inside,Y,
